,sentence_para,sentence_counter,word_para,word_counter,syllable_para,syllable_counter
2936,4,4,79,76,136,133
2937,5,6,86,112,154,180
2938,6,5,80,102,129,170
2939,3,6,65,111,111,181
2940,4,5,79,101,138,165
2941,4,3,86,69,145,112
2942,2,5,59,92,106,149
2943,4,5,72,92,119,152
2944,4,6,68,111,117,181
2945,4,4,84,78,146,131
2946,3,3,60,67,100,117
2947,4,6,65,118,123,199
2948,4,4,90,85,157,125
2949,4,5,67,102,105,167
2950,4,6,104,92,153,162
2951,4,5,77,97,116,159
2952,3,4,70,68,111,121
2953,4,6,82,104,134,176
2954,4,5,62,85,113,163
2955,4,5,83,86,148,137
2956,4,5,82,99,129,173
2957,3,4,58,80,103,137
2958,4,4,62,99,90,162
2959,4,6,68,99,113,172
2960,4,5,76,102,136,157
2961,5,5,77,96,141,163
2962,4,6,57,111,103,179
2963,5,5,82,91,141,149
2964,4,5,75,85,118,167
2965,4,6,82,111,134,196
2966,4,6,80,109,139,181
2967,4,4,104,81,153,128
2968,4,5,81,97,121,163
2969,3,5,51,117,78,181
2970,4,5,85,90,135,145
2971,4,5,75,90,119,167
2972,5,7,90,125,143,192
2973,4,5,98,121,162,185
2974,4,5,83,115,132,189
2975,4,6,88,94,139,162
2976,4,5,62,78,114,124
2977,3,5,66,104,107,175
2978,5,5,89,93,147,160
2979,3,5,75,98,137,156
2980,3,5,94,96,135,159
2981,3,5,64,124,121,188
2982,4,3,104,48,153,83
2983,4,5,80,100,137,164
2984,4,5,72,101,132,174
2985,4,5,76,96,133,179
2986,4,5,90,92,165,157
2987,4,5,88,105,161,173
2988,2,6,43,111,73,173
2989,3,4,58,114,103,186
2990,4,6,76,97,118,157
2991,3,2,68,44,123,74
2992,4,4,86,61,145,97
2993,4,5,87,101,151,195
2994,4,3,85,46,156,86
2995,4,6,71,148,124,242
2996,3,5,69,78,111,135
2997,2,6,48,142,84,221
2998,4,5,71,144,117,233
2999,4,3,81,52,129,87
3000,3,5,74,114,125,187
3001,4,5,79,134,115,209
3002,4,5,83,102,140,167
3003,5,5,62,131,95,219
3004,5,4,77,92,132,153
3005,4,6,84,142,151,247
3006,5,6,104,130,158,208
3007,3,5,55,83,101,148
3008,4,4,74,86,124,139
3009,5,6,84,106,134,168
3010,5,5,70,91,116,154
3011,5,6,87,99,154,168
3012,4,5,92,98,145,178
3013,4,5,70,105,121,178
3014,3,4,54,83,81,145
3015,6,4,75,86,149,146
3016,4,6,83,102,138,168
3017,4,7,76,136,126,228
3018,3,5,56,79,98,135
3019,3,4,70,62,111,110
3020,3,5,71,75,108,119
3021,4,5,89,77,160,127
3022,5,4,105,77,165,123
3023,4,6,71,136,130,232
3024,5,4,80,76,142,120
3025,3,5,78,94,114,146
3026,3,5,68,115,106,180
3027,4,5,68,94,119,162
3028,4,4,59,111,107,179
3029,3,5,72,98,131,179
3030,4,5,62,101,112,162
3031,4,6,56,115,104,181
3032,3,3,66,74,126,140
3033,4,4,86,89,145,144
3034,4,5,75,96,139,154
3035,5,5,101,91,180,142
3036,3,5,60,86,96,158
3037,4,4,74,73,117,133
3038,4,5,76,101,129,171
3039,4,3,98,67,159,106
3040,3,6,59,140,97,217
3041,4,5,80,83,137,146
3042,2,5,30,88,54,135
3043,4,5,83,107,139,156
3044,3,5,58,114,94,187
3045,5,5,73,106,127,174
3046,3,5,49,109,90,172
3047,4,4,67,91,122,145
3048,5,5,83,83,141,140
3049,4,5,78,107,119,182
3050,4,5,73,88,117,163
3051,3,5,64,94,128,164
3052,4,4,65,79,102,137
3053,4,4,93,83,139,134
3054,4,5,81,89,151,150
3055,4,7,70,149,125,232
3056,4,5,82,91,131,155
3057,4,5,67,89,111,162
3058,4,5,78,92,131,159
3059,4,5,73,87,127,136
3060,4,4,60,82,110,148
3061,4,5,68,97,113,169
3062,4,6,75,131,114,233
3063,3,5,81,124,131,204
3064,3,5,78,78,140,143
3065,5,6,79,105,148,181
3066,4,3,63,44,106,81
3067,4,6,83,118,140,196
3068,3,5,63,104,115,160
3069,4,4,77,72,132,122
3070,4,5,64,98,117,178
3071,4,5,80,103,129,172
3072,3,4,54,73,84,125
3073,5,4,93,75,151,120
3074,4,4,75,88,128,140
3075,4,4,75,84,123,146
3076,5,4,68,86,120,152
3077,3,7,80,132,147,213
3078,4,5,68,88,121,155
3079,4,6,86,111,145,169
3080,5,6,83,112,133,198
3081,5,5,85,114,143,193
3082,6,4,80,80,129,128
3083,4,4,83,76,153,136
3084,4,5,78,88,129,141
3085,4,5,59,86,112,144
3086,4,4,83,79,113,127
3087,4,5,70,100,123,159
3088,4,5,88,108,156,177
3089,4,3,78,70,125,121
3090,4,4,81,101,155,185
3091,4,4,82,98,131,161
3092,3,6,55,129,90,203
3093,3,6,63,129,115,232
3094,5,3,81,49,147,83
3095,3,4,65,84,112,134
3096,3,6,68,112,114,192
3097,3,4,70,66,111,109
3098,4,5,70,96,111,173
3099,4,5,67,119,122,190
3100,4,6,70,107,107,175
3101,4,3,70,55,110,99
3102,4,4,66,77,102,137
3103,3,5,72,87,132,138
3104,6,3,83,64,145,105
3105,4,6,73,103,135,191
3106,3,6,61,113,102,187
3107,4,6,58,112,101,177
3108,4,5,91,79,154,140
3109,4,4,91,98,142,165
3110,4,5,90,109,154,188
3111,5,5,80,93,144,162
3112,3,4,70,88,127,153
3113,5,4,86,107,144,174
3114,4,4,84,98,139,172
3115,3,5,76,91,138,153
3116,4,5,86,82,145,128
3117,4,6,85,107,134,190
3118,4,6,71,116,118,196
3119,4,4,86,97,164,175
3120,3,5,53,88,75,148
3121,4,6,90,118,154,182
3122,4,6,70,109,108,172
3123,4,5,72,106,119,175
3124,5,6,90,106,155,188
3125,4,5,83,102,142,167
3126,4,6,86,102,144,173
3127,4,6,72,131,123,202
3128,4,5,97,83,157,143
3129,4,5,85,102,147,160
3130,4,4,87,69,156,135
3131,5,6,84,104,128,186
3132,5,5,81,96,128,167
3133,3,6,63,100,115,161
3134,3,5,83,93,145,156
3135,3,5,74,95,120,150
3136,3,6,74,124,115,185
3137,3,5,67,95,111,148
3138,2,6,33,90,51,154
3139,5,3,92,56,159,97
3140,5,5,87,81,135,144
3141,3,5,66,98,100,172
3142,4,5,75,111,118,185
3143,3,4,66,97,111,172
3144,3,5,58,108,112,187
3145,5,6,84,110,137,175
3146,3,5,80,116,116,192
3147,4,5,83,79,137,138
3148,3,7,72,120,115,180
3149,4,6,86,100,131,164
3150,4,4,79,73,132,125
3151,4,5,86,99,153,161
3152,4,5,76,111,126,189
3153,5,5,87,128,143,219
3154,6,5,75,99,149,172
3155,5,4,86,101,152,166
3156,5,5,81,90,136,149
3157,4,6,71,106,125,198
3158,4,6,59,141,103,227
3159,4,5,70,101,120,158
3160,4,6,75,119,108,191
3161,4,5,78,91,133,168
3162,5,4,77,85,125,151
3163,5,6,69,114,123,206
3164,4,5,61,96,108,156
3165,4,5,70,89,123,149
3166,4,5,90,113,153,176
3167,4,6,74,111,123,168
3168,3,5,75,88,121,147
3169,4,4,69,80,124,144
3170,3,6,58,123,86,192
3171,5,5,89,92,145,142
3172,4,5,81,89,136,161
3173,5,5,95,115,161,192
3174,4,5,62,100,104,166
3175,3,5,67,81,110,138
3176,4,6,77,111,136,173
3177,3,6,64,125,90,203
3178,3,4,77,68,136,118
3179,3,5,59,85,105,141
3180,4,5,77,85,124,140
3181,3,7,70,129,103,209
3182,4,5,92,111,150,177
3183,4,6,106,107,175,182
3184,4,5,71,99,132,178
3185,4,3,86,63,145,111
3186,5,5,92,88,147,137
3187,3,4,62,107,104,178
3188,4,2,91,38,159,56
3189,4,5,79,100,121,163
3190,3,5,59,102,111,169
3191,3,5,66,100,115,155
3192,3,6,61,120,102,217
3193,4,4,95,94,149,163
3194,4,4,89,79,149,134
3195,4,3,82,80,127,143
3196,3,5,66,91,110,157
3197,3,5,64,90,101,158
3198,5,4,73,78,112,139
3199,4,5,77,91,126,152
3200,3,5,65,93,116,158
3201,5,6,73,116,122,184
3202,4,5,71,112,110,184
3203,4,3,83,54,141,93
3204,4,4,50,86,83,148
3205,3,6,57,110,107,193
3206,5,3,74,96,125,167
3207,4,4,67,110,114,215
3208,4,5,56,97,107,155
3209,4,4,77,96,133,159
3210,4,6,85,93,147,151
3211,4,6,69,113,117,188
3212,4,5,94,116,153,187
3213,5,5,83,95,149,152
3214,3,5,76,110,124,179
3215,2,6,59,142,108,234
3216,4,6,63,99,103,158
3217,3,7,55,145,101,215
3218,4,5,71,89,132,150
3219,6,5,100,93,156,153
3220,4,4,78,104,125,167
3221,3,6,77,137,120,218
3222,4,5,75,88,120,164
3223,3,4,71,109,122,183
3224,3,4,74,72,123,130
3225,4,4,61,77,112,139
3226,3,5,65,100,111,149
3227,5,5,73,86,117,132
3228,4,5,78,109,135,171
3229,3,7,81,138,129,214
3230,4,6,79,122,143,224
3231,4,5,85,97,142,159
3232,4,6,102,141,179,248
3233,5,9,85,128,143,235
3234,3,6,63,116,104,197
3235,4,4,95,90,163,146
3236,4,3,85,63,154,113
3237,3,6,62,100,103,170
3238,4,5,69,100,119,165
3239,4,6,59,116,103,212
3240,4,5,74,103,141,157
3241,4,5,76,104,115,163
3242,4,5,92,90,163,144
3243,5,5,79,82,148,133
3244,4,4,74,74,136,135
3245,3,5,77,92,124,145
3246,4,6,88,134,145,222
3247,3,6,66,123,103,197
3248,4,4,88,73,144,105
3249,4,3,82,70,130,116
3250,4,5,68,106,111,186
3251,4,5,79,108,122,161
3252,4,4,101,84,171,131
3253,5,4,94,104,154,166
3254,4,6,69,82,106,143
3255,4,4,99,87,160,154
3256,3,6,78,143,130,246
3257,4,6,80,108,142,193
3258,5,4,82,89,145,140
3259,4,5,84,86,132,139
3260,3,5,72,109,113,181
3261,4,4,70,69,123,124
3262,4,5,80,104,132,159
3263,5,5,99,103,169,156
3264,5,6,72,104,124,175
3265,4,6,97,119,148,177
3266,4,6,91,119,134,179
3267,3,4,49,90,75,164
3268,5,5,90,107,157,176
3269,4,5,78,112,139,198
3270,4,5,75,115,126,188
3271,4,4,82,94,128,143
3272,3,5,68,84,117,146
3273,3,5,71,85,125,138
3274,3,5,65,92,105,158
3275,4,5,85,76,142,131
3276,4,5,84,113,128,188
3277,3,5,78,93,122,147
3278,4,3,87,88,143,141
3279,3,6,61,123,112,200
3280,3,5,66,71,117,127
3281,3,6,64,134,107,227
3282,4,5,93,105,139,165
3283,4,5,79,86,138,137
3284,3,4,71,110,121,183
3285,4,6,70,81,117,138
3286,4,5,80,86,142,146
3287,4,6,67,113,122,191
3288,4,5,76,101,134,172
3289,4,4,70,94,114,143
3290,2,4,71,82,115,134
3291,3,5,64,93,111,151
3292,3,5,65,105,128,199
3293,6,4,89,109,153,185
3294,3,4,60,87,102,135
3295,3,4,47,105,88,176
3296,5,6,99,128,156,199
3297,3,5,77,103,129,167
3298,4,5,80,100,137,151
3299,4,5,51,94,77,155
3300,3,5,76,90,122,166
3301,4,5,97,92,147,162
3302,4,4,83,64,124,97
3303,5,5,89,98,137,173
3304,3,5,66,112,124,182
3305,3,6,60,90,105,150
3306,4,5,75,92,140,146
3307,3,5,70,101,119,175
3308,4,6,66,129,117,202
3309,4,6,60,114,112,197
3310,3,5,57,96,99,158
3311,5,4,97,67,174,116
3312,4,4,67,86,114,143
3313,5,4,95,75,143,119
3314,3,5,64,75,110,126
3315,3,4,79,100,128,174
3316,4,3,94,70,158,122
3317,6,4,98,80,166,140
3318,4,6,85,122,158,197
3319,4,5,91,118,144,174
3320,6,5,98,129,150,200
3321,3,7,79,123,121,209
3322,3,5,65,92,111,159
3323,4,5,82,120,144,221
3324,5,6,83,135,146,204
3325,4,5,89,95,138,156
3326,4,6,76,121,135,176
3327,5,5,82,92,144,175
3328,4,4,93,80,138,135
3329,4,6,83,125,124,194
3330,5,5,84,91,135,149
3331,4,4,95,84,159,144
3332,3,5,70,113,130,186
3333,5,5,83,93,141,152
3334,4,5,70,98,124,168
3335,3,4,72,83,120,145
3336,5,7,86,111,143,189
3337,5,6,87,89,161,157
3338,4,4,83,57,131,100
3339,4,6,74,123,138,198
3340,4,5,77,110,118,199
3341,5,5,90,89,143,145
3342,5,5,72,108,133,176
3343,3,6,84,119,129,186
3344,4,3,73,74,121,135
3345,3,7,69,128,122,206
3346,3,5,66,97,103,161
3347,4,6,64,100,112,157
3348,3,5,76,97,143,165
3349,4,5,87,101,156,165
3350,3,5,68,123,112,190
3351,3,4,75,81,118,138
3352,3,4,71,78,115,141
3353,4,6,74,124,135,194
3354,4,6,69,105,119,182
3355,4,5,76,105,144,158
3356,4,5,76,100,119,162
3357,5,4,99,89,163,149
3358,4,6,79,121,127,182
3359,4,5,71,102,123,180
3360,4,5,78,95,131,158
3361,3,5,65,111,104,176
3362,3,5,68,108,118,180
3363,5,6,86,83,144,143
3364,4,5,65,119,98,195
3365,4,5,88,102,152,180
3366,3,6,82,110,128,188
3367,5,5,79,118,139,194
3368,4,5,79,80,130,141
3369,4,5,94,103,171,169
3370,3,4,74,70,129,123
3371,4,7,86,151,139,232
3372,5,5,92,117,142,191
3373,4,3,89,59,170,103
3374,4,6,66,129,111,207
3375,4,4,72,93,138,149
3376,4,5,72,106,129,196
3377,4,5,86,96,138,162
3378,3,5,56,108,86,176
3379,4,5,62,78,114,142
3380,4,6,69,129,123,212
3381,3,4,83,78,138,124
3382,3,4,79,108,129,175
3383,5,4,83,66,143,114
3384,4,6,80,97,133,173
3385,3,5,59,89,110,140
3386,3,5,57,98,94,159
3387,4,3,68,54,118,86
3388,3,4,62,91,99,147
3389,4,4,84,89,127,144
3390,4,3,85,52,148,98
3391,4,4,71,63,133,115
3392,4,5,70,91,117,173
3393,4,6,80,117,134,182
3394,4,5,74,104,130,164
3395,4,5,74,106,115,170
3396,4,5,68,87,112,142
3397,4,4,65,91,105,163
3398,4,5,78,111,124,176
3399,4,5,83,117,142,237
3400,4,5,77,91,129,145
3401,3,5,55,104,99,171
3402,3,4,57,86,105,134
3403,4,5,86,111,143,200
3404,4,6,72,113,98,181
3405,5,5,74,91,129,156
3406,2,5,60,102,107,182
3407,4,5,83,114,145,198
3408,4,5,65,108,103,177
3409,4,4,62,83,100,156
3410,3,5,59,97,101,151
3411,4,6,87,106,164,163
3412,4,5,79,100,111,171
3413,3,4,48,102,78,158
3414,3,4,64,79,114,130
3415,3,5,64,84,99,142
3416,4,5,80,111,142,165
3417,3,6,69,114,119,186
3418,5,5,74,86,129,138
3419,5,6,80,109,128,167
3420,4,4,96,100,158,190
3421,4,6,85,114,155,194
3422,4,5,74,105,128,170
3423,4,4,68,90,105,158
3424,3,5,72,99,125,171
3425,4,5,84,126,131,195
3426,4,5,79,113,137,197
3427,4,5,70,138,125,201
3428,4,5,75,100,142,159
3429,4,5,80,104,127,172
3430,4,4,64,81,113,134
3431,5,5,85,103,130,160
3432,3,5,63,123,114,215
3433,3,6,71,112,121,187
3434,3,6,75,120,121,201
3435,4,4,96,57,139,105
3436,3,5,84,116,141,205
3437,3,5,62,103,103,159
3438,4,6,67,116,122,191
3439,4,6,74,126,121,220
3440,3,5,60,113,101,185
3441,4,5,59,100,103,165
3442,4,5,62,101,90,176
3443,4,6,83,105,134,169
3444,4,6,81,112,122,189
3445,3,7,57,142,85,212
3446,5,5,90,118,144,196
3447,4,5,73,94,138,155
3448,5,4,114,67,170,109
3449,5,5,85,105,138,159
3450,4,6,82,111,125,191
3451,4,5,80,93,141,154
3452,5,6,91,91,149,162
3453,5,6,104,114,164,201
3454,4,5,72,90,124,151
3455,4,4,85,106,129,162
3456,4,4,76,99,115,158
3457,3,4,58,82,102,133
3458,5,5,84,99,135,175
3459,4,6,90,109,144,175
3460,4,5,74,99,127,161
3461,4,3,75,56,126,95
3462,4,5,77,107,133,189
3463,3,5,54,97,96,161
3464,4,5,71,103,112,175
3465,4,5,83,102,149,170
3466,4,4,73,85,125,149
3467,4,5,68,109,108,169
3468,5,6,75,103,124,181
3469,5,5,81,140,142,247
3470,4,4,67,84,122,140
3471,5,5,84,105,145,175
3472,4,5,84,94,136,147
3473,3,6,55,114,99,193
3474,5,4,101,68,157,103
3475,4,5,71,86,123,148
3476,3,6,69,125,111,186
3477,3,6,83,127,141,213
3478,4,5,78,102,124,167
3479,3,5,69,110,120,181
3480,4,5,87,100,143,174
3481,3,4,62,86,111,146
3482,4,5,79,114,134,189
3483,5,6,90,103,150,174
3484,4,5,78,121,123,200
3485,4,5,74,116,117,184
3486,3,5,66,99,117,163
3487,4,3,100,65,169,124
3488,4,6,93,116,156,203
3489,4,6,75,120,133,184
3490,4,6,62,115,90,181
3491,3,4,79,65,130,124
3492,4,6,76,95,130,171
3493,4,8,104,132,157,214
3494,4,5,58,97,95,159
3495,4,4,67,74,112,130
3496,4,5,68,96,121,171
3497,4,3,80,57,131,84
3498,3,5,54,115,95,195
3499,4,4,80,72,147,133
3500,5,4,97,84,152,143
3501,4,5,69,64,117,108
3502,5,5,83,90,149,161
3503,4,5,80,105,124,184
3504,4,4,79,87,131,147
3505,2,4,73,92,123,166
3506,4,6,73,111,110,190
3507,4,4,82,75,134,129
3508,4,5,68,95,119,175
3509,4,6,75,106,122,173
3510,4,7,88,99,166,174
3511,3,6,75,99,118,165
3512,4,5,63,85,102,146
3513,3,7,55,135,100,234
3514,3,4,70,68,113,122
3515,3,5,58,88,97,155
3516,4,6,72,88,120,149
3517,3,6,72,114,122,196
3518,3,3,76,52,125,91
3519,3,5,82,84,139,150
3520,3,5,60,93,102,146
3521,4,4,104,82,183,126
3522,4,6,91,108,144,165
3523,4,3,74,61,130,106
3524,3,4,74,114,114,189
3525,4,5,77,89,120,160
3526,5,5,98,83,153,141
3527,3,6,60,106,104,181
3528,4,6,95,114,168,190
3529,3,6,70,89,131,160
3530,3,5,58,118,115,194
3531,4,3,67,82,112,149
3532,4,5,81,119,123,197
3533,4,6,94,124,173,203
3534,4,4,88,97,155,165
3535,4,5,66,105,119,176
3536,4,5,79,91,135,168
3537,3,6,53,106,87,165
3538,4,5,68,94,113,162
3539,4,5,75,72,120,127
3540,3,6,67,111,106,182
3541,4,8,87,164,140,265
3542,3,6,59,143,104,227
3543,4,5,62,106,114,176
3544,3,5,57,90,91,145
3545,4,5,81,81,132,126
3546,4,4,81,87,140,154
3547,2,6,55,100,91,165
3548,4,4,75,93,126,166
3549,5,5,108,80,155,131
3550,5,6,81,113,143,193
3551,4,5,77,95,129,158
3552,4,2,75,42,116,68
3553,4,7,85,149,135,238
3554,4,4,83,63,143,112
3555,6,5,108,82,174,132
3556,5,5,73,83,126,140
3557,4,6,85,116,143,193
3558,4,4,74,91,144,153
3559,4,5,73,108,147,177
3560,4,6,63,103,123,172
3561,4,5,86,95,150,153
3562,3,6,71,130,142,222
3563,4,4,80,103,142,183
3564,5,3,82,48,148,77
3565,5,5,90,118,129,188
3566,4,5,78,105,121,172
3567,5,5,77,92,133,150
3568,4,4,69,80,121,123
3569,4,5,80,112,136,197
3570,4,5,85,107,147,188
3571,3,5,52,91,91,145
3572,4,2,94,47,144,85
3573,4,5,68,108,119,181
3574,5,4,96,96,156,159
3575,4,5,87,92,135,154
3576,4,5,92,105,153,176
3577,4,6,73,137,127,228
3578,4,5,85,94,150,150
3579,3,3,63,50,96,85
3580,4,4,70,71,114,113
3581,4,6,67,136,105,208
3582,4,6,71,114,130,188
3583,4,5,67,128,122,223
3584,4,4,83,107,130,183
3585,4,6,68,91,114,144
3586,4,4,76,60,122,109
3587,4,6,68,120,123,203
3588,4,4,61,92,89,172
3589,4,7,62,108,99,179
3590,4,6,72,116,118,188
3591,4,5,82,103,138,158
3592,4,5,71,99,135,182
3593,4,5,73,87,120,152
3594,4,5,81,91,132,155
3595,2,6,71,100,113,174
3596,4,5,67,104,114,186
3597,5,5,83,106,149,171
3598,4,6,71,98,127,166
3599,4,6,85,126,151,208
3600,4,3,88,60,144,95
3601,4,7,77,94,122,166
3602,4,4,86,89,145,164
3603,4,4,91,68,155,119
3604,5,5,97,111,156,194
3605,4,5,79,86,116,134
3606,4,5,67,103,104,184
3607,4,5,84,84,138,135
3608,4,5,79,107,123,190
3609,4,5,68,96,118,168
3610,3,5,64,77,107,115
3611,3,5,69,89,126,167
3612,4,6,69,109,107,186
3613,3,5,67,125,112,210
3614,4,5,89,111,138,182
3615,4,5,85,102,148,176
3616,4,5,84,116,152,213
3617,4,5,74,103,131,157
3618,4,6,70,111,136,182
3619,4,4,88,89,158,138
3620,3,4,80,84,136,144
3621,4,5,90,107,154,171
3622,4,5,81,100,138,184
3623,4,6,75,101,124,162
3624,5,5,98,99,164,151
3625,3,5,63,108,118,181
3626,3,5,68,91,106,161
3627,3,6,75,119,136,203
3628,3,6,70,99,107,159
3629,4,6,77,122,131,217
3630,4,5,76,111,128,200
3631,4,5,79,108,138,193
3632,4,5,85,93,135,159
3633,3,6,74,99,114,158
3634,4,5,67,87,122,150
3635,4,6,59,104,99,171
3636,4,2,72,43,127,76
3637,4,6,69,123,115,203
3638,4,5,80,107,141,166
3639,3,5,56,96,105,157
3640,4,5,83,95,150,155
3641,4,5,81,82,129,129
3642,3,7,68,137,122,237
3643,3,4,75,64,113,117
3644,3,5,79,82,130,145
3645,5,8,56,88,107,143
3646,4,5,82,99,147,181
3647,4,5,82,91,144,158
3648,4,6,75,103,132,170
3649,3,4,61,67,102,105
3650,5,5,89,96,142,173
3651,4,5,65,95,98,159
3652,4,6,70,99,113,169
3653,4,5,94,92,152,148
3654,4,5,82,91,141,141
3655,4,6,92,79,148,142
3656,4,5,66,92,125,167
3657,5,6,79,128,138,200
3658,4,2,74,40,125,73
3659,4,6,86,105,145,178
3660,4,5,66,84,109,144
3661,4,5,75,121,141,192
3662,4,5,83,83,150,123
3663,3,4,62,100,111,179
3664,3,5,80,83,133,150
3665,5,5,94,105,154,175
3666,4,6,86,104,143,172
3667,3,4,73,92,118,173
3668,5,5,78,96,136,160
3669,4,5,78,107,129,161
3670,5,6,87,97,141,157
3671,3,5,76,91,138,152
3672,4,5,71,100,129,184
3673,4,5,91,91,156,139
3674,4,4,73,55,135,99
3675,3,5,73,87,130,147
3676,3,6,66,130,110,222
3677,4,5,73,87,117,156
3678,4,5,72,98,122,159
3679,3,5,69,94,121,160
3680,3,4,61,90,111,145
3681,4,5,76,108,132,190
3682,3,5,75,111,123,183
3683,4,7,71,157,127,249
3684,4,4,86,83,147,136
3685,3,4,62,105,120,171
3686,4,6,69,132,107,213
3687,4,4,78,110,127,192
3688,4,4,66,82,108,138
3689,4,5,69,92,108,141
3690,4,5,76,112,124,182
3691,4,5,61,116,107,179
3692,4,4,73,98,116,160
3693,3,4,58,69,96,113
3694,6,5,92,100,159,149
3695,3,5,60,84,105,142
3696,4,6,69,110,129,188
3697,4,6,83,127,113,206
3698,4,4,90,66,141,129
3699,5,5,107,128,159,208
3700,4,4,86,80,145,136
3701,4,5,78,100,128,169
3702,4,5,92,106,145,166
3703,4,5,75,122,114,199
3704,3,5,49,108,96,194
3705,3,2,75,45,128,84
3706,4,4,80,81,139,135
3707,5,5,90,81,149,154
3708,4,4,74,78,135,138
3709,4,6,90,119,157,177
3710,5,6,82,141,144,238
3711,4,6,69,135,150,222
3712,3,6,65,131,112,221
3713,4,4,75,91,114,157
3714,4,4,67,71,122,113
3715,5,5,94,83,168,148
3716,3,6,87,124,145,197
3717,3,5,71,92,125,151
3718,4,5,77,110,135,173
3719,3,5,68,90,129,155
3720,4,5,84,107,148,170
3721,4,5,79,90,134,151
3722,3,5,85,106,151,181
3723,3,6,78,134,121,207
3724,4,5,73,112,122,180
3725,3,4,66,60,99,99
3726,4,4,111,75,181,121
3727,4,4,67,87,122,169
3728,3,8,69,149,108,223
3729,7,5,88,97,142,171
3730,3,5,62,93,103,166
3731,4,4,71,83,123,138
3732,3,6,60,126,106,194
3733,5,4,124,96,181,168
3734,4,6,73,122,123,202
3735,3,5,73,118,107,189
3736,3,5,90,93,151,153
3737,3,4,49,105,80,167
3738,4,7,86,112,150,182
3739,4,4,92,106,144,168
3740,4,5,74,100,116,170
3741,3,4,57,91,94,139
3742,4,6,87,126,155,189
3743,3,6,68,124,129,229
3744,5,5,86,96,144,173
3745,3,4,62,91,106,158
3746,3,3,67,55,110,93
3747,4,5,76,110,118,178
3748,4,6,66,115,109,175
3749,3,5,62,102,121,169
3750,3,5,68,87,126,161
3751,5,5,107,97,159,166
3752,3,6,51,132,86,231
3753,4,5,91,99,156,156
3754,4,5,69,100,116,159
3755,4,5,76,94,136,150
3756,4,3,70,48,107,75
3757,3,6,66,89,117,137
3758,4,6,84,97,146,156
3759,4,4,87,96,135,156
3760,3,5,70,138,126,215
3761,4,5,99,138,141,236
3762,4,5,86,124,142,205
3763,3,5,79,93,123,133
3764,4,4,85,89,155,171
3765,4,6,72,99,124,166
3766,3,5,61,91,97,156
3767,3,6,64,123,98,186
3768,4,5,87,88,157,155
3769,4,5,86,99,147,180
3770,3,5,63,108,101,193
3771,4,5,74,90,111,149
3772,3,5,74,119,117,184
3773,4,5,66,111,118,174
3774,4,6,74,107,115,177
3775,4,5,64,91,104,138
3776,4,5,63,90,120,174
3777,4,5,82,115,138,214
3778,4,6,65,107,98,170
3779,4,4,101,81,160,135
3780,5,5,98,83,170,138
3781,4,4,72,96,127,149
3782,4,3,75,53,123,87
3783,4,5,76,66,139,128
3784,3,6,63,108,112,195
3785,5,6,92,120,138,180
3786,4,6,64,120,108,209
3787,4,5,97,82,171,132
3788,4,4,81,86,138,141
3789,4,5,82,111,135,190
3790,5,5,93,98,156,171
3791,4,5,73,106,124,168
3792,4,6,81,97,126,149
3793,3,6,80,131,129,234
3794,4,6,77,98,142,176
3795,3,5,93,107,164,181
3796,3,5,70,95,117,158
3797,4,4,75,69,150,119
3798,4,5,67,93,107,148
3799,4,4,90,93,154,157
3800,3,6,71,92,130,150
3801,3,5,64,107,93,181
3802,4,4,71,72,129,108
3803,4,3,67,84,122,128
3804,4,6,81,84,143,140
3805,4,5,74,101,135,166
3806,4,5,93,94,149,144
3807,4,7,78,136,134,218
3808,4,6,83,116,132,191
3809,4,4,70,83,125,134
3810,3,5,81,110,131,167
3811,3,6,58,105,94,160
3812,3,4,84,82,147,155
3813,4,5,88,107,126,167
3814,4,4,84,78,128,141
3815,3,5,73,101,130,173
3816,3,5,76,102,126,166
3817,3,4,69,65,118,112
3818,3,5,72,99,107,165
3819,3,5,61,78,117,144
3820,5,6,105,126,161,204
3821,3,5,50,95,86,170
3822,3,8,64,133,114,211
3823,4,5,64,92,108,145
3824,5,4,76,82,128,128
3825,4,5,71,92,114,158
3826,3,5,74,104,127,179
3827,3,6,59,111,99,199
3828,3,5,59,111,100,189
3829,4,6,78,106,126,168
3830,4,4,69,75,127,124
3831,4,4,68,89,115,145
3832,4,5,76,92,132,166
3833,4,4,66,88,117,153
3834,5,5,87,121,143,204
3835,3,5,57,98,91,154
3836,5,5,73,114,139,204
3837,4,6,73,113,136,191
3838,4,5,72,103,117,169
3839,4,5,98,97,153,150
3840,4,5,74,120,135,191
3841,4,5,62,98,113,167
3842,3,6,82,99,136,177
3843,4,5,65,91,117,136
3844,5,3,103,74,168,124
3845,4,5,91,82,157,143
3846,5,5,88,95,143,155
3847,3,4,69,94,126,166
3848,4,5,89,97,135,155
3849,3,5,68,123,115,185
3850,3,5,73,86,128,149
3851,4,5,69,106,118,175
3852,3,2,61,48,98,89
3853,4,4,90,69,153,128
3854,4,6,73,119,121,192
3855,4,5,79,128,132,223
3856,4,6,88,102,158,162
3857,2,5,67,109,107,187
3858,4,6,78,104,134,174
3859,3,5,72,98,126,151
3860,4,6,79,110,133,182
3861,3,5,80,96,128,179
3862,4,5,71,71,136,128
3863,4,5,83,82,149,142
3864,4,5,84,114,139,185
3865,4,5,90,101,154,173
